109:34:00||Contingency Bag|contingency sample|weight|10010`10021`10022`10023`10024`10025`10026`10027`10028`10029`10030`10031`10032`10033
110:35:55||Bulk Sample|bulk sample|weight|10002`10003`10011`10044`10045`10046`10047`10048`10049`10050`10056`10057`10058`10059`10084`10085`10086`10087`10089`10090`10091
111:15:14||Core Tube 1|hit this into the ground|weight|10005
111:16:52||Core Tube 2|getting the next one|weight|10004
111:22:35||Documented Sample|several pieces|weight|10001`10009`10014`10015`10017`10018`10019`10020`10060`10061`10062`10063`10064`10065`10066`10067`10068`10069`10070`10071`10072`10073`10074`10075`10082
||Bio Residue|words|weight|10008`10054`10092
||Unreferenced|words|weight|10093`10094
